,Building_Accuracy,Floor_Accuracy_Overall,Floor_Accuracy_Conditional_Correct_Building,Mean_2D_Position_Error,Median_2D_Position_Error,Std_2D_Position_Error,Error_Below_1m_Percentage,Error_Below_3m_Percentage,Error_Below_5m_Percentage,Error_Below_7.5m_Percentage,Error_Below_10m_Percentage,Error_Below_15m_Percentage,Error_Below_20m_Percentage,Mean_Error_Per_Building,Mean_Error_Per_Floor_Overall,Error_Stats_Per_Building_Floor,Timing,total_train_time,total_predict_time,pca_components,Dataset
KNN,0.9972997299729973,0.9000900090009001,0.9025270758122743,8.703031857024738,5.354636879207934,12.624674944328609,9.090909090909092,31.323132313231323,46.98469846984699,62.016201620162015,73.71737173717372,85.5085508550855,90.81908190819082,"{0: 5.873736986692953, 1: 10.48572084796413, 2: 12.319511447619677}","{0: 10.242553573999764, 1: 7.37037070545942, 2: 9.504540323748197, 3: 7.726630308282484, 4: 17.296674445454556}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.9874775609304995, 'median': 4.132879858351426, 'std': 19.379880496211744, 'count': 78, 'max': 169.79172399550419}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 5.206048650795608, 'median': 3.479266735787492, 'std': 5.377927465132709, 'count': 208, 'max': 34.099720784172355}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 5.675623720777785, 'median': 4.630163347977662, 'std': 4.843816639388608, 'count': 165, 'max': 27.151955116839474}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 5.9525146096591, 'median': 4.28376065783186, 'std': 6.241808345240283, 'count': 85, 'max': 30.60049633286781}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 13.535708696138942, 'median': 9.018394953561188, 'std': 10.418828553174643, 'count': 30, 'max': 40.98068100728073}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 8.757099189835941, 'median': 6.1783771507333975, 'std': 9.01943946235822, 'count': 143, 'max': 46.73566211776034}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 13.301038239437165, 'median': 8.903132281278188, 'std': 13.05772584955251, 'count': 87, 'max': 50.2788558053242}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 8.587011243898864, 'median': 4.877779671965694, 'std': 10.758047130115003, 'count': 47, 'max': 55.56596490636592}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 13.455106713800907, 'median': 7.860351790509487, 'std': 17.363672484650873, 'count': 24, 'max': 77.21327081617795}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 9.639531192884924, 'median': 6.9470403922602575, 'std': 14.963188665172499, 'count': 111, 'max': 138.73331481918098}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 15.087427746436672, 'median': 10.550953064185137, 'std': 15.90738817853219, 'count': 54, 'max': 71.74542682811737}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 10.485678568507932, 'median': 8.018685829850103, 'std': 8.502592345226281, 'count': 40, 'max': 35.61354443076354}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 17.296674445454556, 'median': 10.058728773747756, 'std': 32.215707578625114, 'count': 39, 'max': 202.8804503627403}]","{'train_time_building': 0.03687596321105957, 'predict_time_building': 0.545698881149292, 'train_time_floor': 0.03046393394470215, 'predict_time_floor': 0.4789295196533203, 'train_time_coords': 0.02820611000061035, 'predict_time_coords': 0.4692518711090088, 'total_train_time': 0.09554600715637207, 'total_predict_time': 1.493880271911621, 'pca_components': None}",0.09554600715637207,1.493880271911621,,UJI1
WKNN,0.9972997299729973,0.900990099009901,0.9034296028880866,8.6904500479509,5.354636879208839,12.612520074704292,9.27092709270927,31.233123312331234,47.07470747074707,62.1962196219622,73.8973897389739,85.5085508550855,90.72907290729073,"{0: 5.8599828026508956, 1: 10.479413170415402, 2: 12.302087230354633}","{0: 10.231946439533612, 1: 7.367520472083725, 2: 9.480823128873801, 3: 7.710413576034869, 4: 17.265528272793667}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.975947788966205, 'median': 4.126402600439869, 'std': 19.380086081497108, 'count': 78, 'max': 169.8047415129209}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 5.201073300148147, 'median': 3.5058609822309874, 'std': 5.371604995586335, 'count': 208, 'max': 34.09581119141324}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 5.650771655754768, 'median': 4.545659002863268, 'std': 4.825056385720447, 'count': 165, 'max': 26.122778644642356}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 5.93677982413135, 'median': 4.3308212571313325, 'std': 6.198813181246553, 'count': 85, 'max': 30.194319926428832}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 13.546016240681649, 'median': 8.99777255701588, 'std': 10.351602850063358, 'count': 30, 'max': 40.28647011237942}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 8.760846426148062, 'median': 6.178377150281651, 'std': 9.022991359525246, 'count': 143, 'max': 46.78874972201591}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 13.289191967832815, 'median': 8.980966450861132, 'std': 13.040866018514699, 'count': 87, 'max': 50.260163038471816}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 8.549757786307485, 'median': 4.960129080542888, 'std': 10.60523143833459, 'count': 47, 'max': 55.58812206860399}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 13.42135480244263, 'median': 7.780889750183467, 'std': 17.37400168170974, 'count': 24, 'max': 77.20973868029508}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 9.632163718312553, 'median': 6.924947967018174, 'std': 14.989197085660404, 'count': 111, 'max': 138.9587363874211}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 15.048052833970212, 'median': 10.499670648381384, 'std': 15.8354495521412, 'count': 54, 'max': 70.67347688170864}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 10.493155851759521, 'median': 8.009011236856312, 'std': 8.508329376596707, 'count': 40, 'max': 35.56811088585647}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 17.265528272793667, 'median': 9.842833197622438, 'std': 32.220329334520876, 'count': 39, 'max': 202.86252733583194}]","{'train_time_building': 0.02738046646118164, 'predict_time_building': 0.3465726375579834, 'train_time_floor': 0.02941107749938965, 'predict_time_floor': 0.31691598892211914, 'train_time_coords': 0.027721166610717773, 'predict_time_coords': 0.36140990257263184, 'total_train_time': 0.08451271057128906, 'total_predict_time': 1.0248985290527344, 'pca_components': None}",0.08451271057128906,1.0248985290527344,,UJI1
KNN_PCA,0.9927992799279928,0.8136813681368137,0.8168631006346329,11.733182793042994,6.76426232207976,18.421790884831864,6.5706570657065715,23.492349234923495,38.793879387938794,53.01530153015301,63.366336633663366,77.76777677767777,85.95859585958596,"{0: 11.625950546853252, 1: 11.341037933576866, 2: 12.396858001303453}","{0: 11.606654681792685, 1: 9.60387333673525, 2: 12.640602881944572, 3: 14.365712680028807, 4: 18.655669760575694}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 10.724973061702315, 'median': 5.946965090187104, 'std': 21.79414935645609, 'count': 78, 'max': 184.96655070132368}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 10.001302839868998, 'median': 5.4001119617889835, 'std': 13.795607636785375, 'count': 208, 'max': 92.02866748807044}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 10.14653054439193, 'median': 5.715851478691883, 'std': 14.788865639124525, 'count': 165, 'max': 88.84929474908517}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 19.30015369156637, 'median': 8.745785997742075, 'std': 42.38301224223476, 'count': 85, 'max': 339.3151599196392}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 13.36795764653055, 'median': 11.050829006519676, 'std': 10.212455655366014, 'count': 30, 'max': 42.27421271770249}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 9.62608638800943, 'median': 6.76426232207976, 'std': 9.644580802033694, 'count': 143, 'max': 53.18618273474872}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 14.54928072741716, 'median': 11.048202304716233, 'std': 13.250540295475485, 'count': 87, 'max': 53.52367176729053}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 9.326428498756163, 'median': 5.713635703988628, 'std': 10.95462822252944, 'count': 47, 'max': 53.55684989849978}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 12.270491241164054, 'median': 6.438036456008584, 'std': 17.444107289812774, 'count': 24, 'max': 77.21327081617795}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 8.830523760302563, 'median': 6.697812386220685, 'std': 7.186579013994379, 'count': 111, 'max': 41.06820377967557}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 17.186287384538474, 'median': 13.247194723899831, 'std': 14.944861194834719, 'count': 54, 'max': 73.19671375931458}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 9.801184443506852, 'median': 7.743570980077258, 'std': 8.548128575160225, 'count': 40, 'max': 32.81282405852686}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 18.655669760575694, 'median': 9.827577983890626, 'std': 31.561690375735832, 'count': 39, 'max': 186.77181137021498}]","{'train_time_building': 0.004117012023925781, 'predict_time_building': 0.20949125289916992, 'train_time_floor': 0.0032739639282226562, 'predict_time_floor': 0.08238387107849121, 'train_time_coords': 0.003199338912963867, 'predict_time_coords': 0.10358524322509766, 'total_train_time': 0.010590314865112305, 'total_predict_time': 0.3954603672027588, 'pca_components': np.int64(262)}",0.010590314865112305,0.3954603672027588,262.0,UJI1
WKNN_Cosine,0.9972997299729973,0.8991899189918992,0.9016245487364621,8.760056085673948,5.344166619809701,12.933650492340028,9.000900090009,31.323132313231323,46.89468946894689,62.016201620162015,73.8973897389739,85.5985598559856,90.72907290729073,"{0: 5.96541602284283, 1: 10.449912487666086, 2: 12.413567870248176}","{0: 10.257760661813169, 1: 7.38159230399003, 2: 9.643226510766961, 3: 7.813382158635325, 4: 17.265979892334837}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.982368023938109, 'median': 4.223024873395337, 'std': 19.37481638479661, 'count': 78, 'max': 169.81831803316527}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 5.196281470693606, 'median': 3.5206784352726723, 'std': 5.3674714932954375, 'count': 208, 'max': 34.093450955590825}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 5.815180665093007, 'median': 4.533407235644081, 'std': 6.2723511283783475, 'count': 165, 'max': 60.68427690500997}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 6.288316785081984, 'median': 4.339781440793418, 'std': 8.313390728602682, 'count': 85, 'max': 61.86584015971158}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 13.493745281463484, 'median': 8.98383484970951, 'std': 10.34263495338662, 'count': 30, 'max': 39.54538557687529}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 8.768902946669224, 'median': 6.178377150732602, 'std': 9.049141641558473, 'count': 143, 'max': 46.8402823767613}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 13.216780863065374, 'median': 8.827256058657012, 'std': 12.953421721458062, 'count': 87, 'max': 50.24029350859974}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 8.499951464025486, 'median': 5.050808694195363, 'std': 10.440606288476735, 'count': 47, 'max': 55.61134717453883}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 13.607805960344217, 'median': 7.7788600862445385, 'std': 17.392491738925848, 'count': 24, 'max': 77.20714343147465}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 9.68933312761644, 'median': 7.076345635700121, 'std': 15.003201489092914, 'count': 111, 'max': 139.60124648947692}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 15.582640138289937, 'median': 9.982671090309296, 'std': 18.204076463285116, 'count': 54, 'max': 94.55346081068626}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 10.247427143602739, 'median': 8.001842136926147, 'std': 8.211371801202594, 'count': 40, 'max': 35.5303930345277}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 17.265979892334837, 'median': 9.72999053300158, 'std': 32.24483798710451, 'count': 39, 'max': 202.84391107590716}]","{'train_time_building': 0.029222726821899414, 'predict_time_building': 0.49979543685913086, 'train_time_floor': 0.029085159301757812, 'predict_time_floor': 0.4305765628814697, 'train_time_coords': 0.029139041900634766, 'predict_time_coords': 0.3946247100830078, 'total_train_time': 0.08744692802429199, 'total_predict_time': 1.3249967098236084, 'pca_components': None}",0.08744692802429199,1.3249967098236084,,UJI1
WKNN_Manhattan,0.9882988298829883,0.8820882088208821,0.8916211293260473,10.304585814973025,5.429268828935982,18.61150367697056,9.000900090009,30.51305130513051,46.804680468046804,61.56615661566157,72.18721872187218,84.24842484248425,89.46894689468947,"{0: 7.127154362328067, 1: 11.04542811610395, 2: 15.8107972782958}","{0: 9.884300338257962, 1: 8.789141245814774, 2: 11.791427196038562, 3: 9.01822131430514, 4: 23.686491081288988}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.6087512846672185, 'median': 3.5045553537544354, 'std': 19.388509118846304, 'count': 78, 'max': 169.8221167274784}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 7.309474656508346, 'median': 3.730132190173906, 'std': 17.032110135794497, 'count': 208, 'max': 163.00057660004796}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 6.5808452111981754, 'median': 4.362059012225879, 'std': 11.495844267941127, 'count': 165, 'max': 127.5296131116783}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 7.299552348263126, 'median': 3.845461350505189, 'std': 11.494791437578252, 'count': 85, 'max': 64.37264506736693}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 13.97333199106879, 'median': 13.188421252820511, 'std': 10.275967330454852, 'count': 30, 'max': 39.45981924517471}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 9.609483046317056, 'median': 6.1783771507333975, 'std': 9.978639947392082, 'count': 143, 'max': 48.63610063302945}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 13.764470021502037, 'median': 8.69901123531327, 'std': 13.802057213849503, 'count': 87, 'max': 50.25241011938677}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 8.512372434421982, 'median': 5.1738582405087055, 'std': 10.058428799546098, 'count': 47, 'max': 55.53367917421598}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 12.168545196414337, 'median': 7.593399361030816, 'std': 16.676649654296117, 'count': 24, 'max': 77.22982973171284}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 10.505013075579736, 'median': 7.2309847968323275, 'std': 18.650858564426223, 'count': 111, 'max': 183.67019128122496}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 24.533858708693028, 'median': 8.8798568018818, 'std': 41.55900553993862, 'count': 54, 'max': 203.26245462795308}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 13.264765301007134, 'median': 8.81953667717706, 'std': 17.553588421516267, 'count': 40, 'max': 82.78387128002498}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 23.686491081288988, 'median': 12.252300294210475, 'std': 36.67282303477485, 'count': 39, 'max': 202.84668953662904}]","{'train_time_building': 0.04193401336669922, 'predict_time_building': 8.303064584732056, 'train_time_floor': 0.025654077529907227, 'predict_time_floor': 8.201758623123169, 'train_time_coords': 0.030440330505371094, 'predict_time_coords': 5.771880149841309, 'total_train_time': 0.09802842140197754, 'total_predict_time': 22.276703357696533, 'pca_components': None}",0.09802842140197754,22.276703357696533,,UJI1
RandomForest,0.9963996399639964,0.8793879387938794,0.8798554652213189,20.549550662126677,9.196706409125156,29.874118905595243,2.7002700270027002,15.391539153915392,28.172817281728175,41.13411341134113,53.01530153015301,65.97659765976599,72.63726372637264,"{0: 15.809954417943006, 1: 24.289201750602253, 2: 25.744889105113423}","{0: 23.556381099334356, 1: 19.271099889273426, 2: 19.099586390402656, 3: 20.731801381337146, 4: 36.090180990078984}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 21.69205646541721, 'median': 9.94797282894411, 'std': 34.031618638543144, 'count': 78, 'max': 170.99230220057737}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 14.200746429921939, 'median': 4.858527720135434, 'std': 31.35268247429376, 'count': 208, 'max': 170.6543193271622}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 18.06180873631024, 'median': 5.66549127996639, 'std': 35.96037108843013, 'count': 165, 'max': 176.50120254993706}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 9.97884076235243, 'median': 4.717385734159939, 'std': 17.976143254605283, 'count': 85, 'max': 137.6062712645583}, {'BUILDINGID_True': 1, 'FLOOR_True': 0, 'mean': 32.875404188925536, 'median': 20.69322592106359, 'std': 33.46268196521011, 'count': 30, 'max': 127.60958253226741}, {'BUILDINGID_True': 1, 'FLOOR_True': 1, 'mean': 26.93787519462059, 'median': 14.190696624743554, 'std': 31.149604254064972, 'count': 143, 'max': 138.1766899721666}, {'BUILDINGID_True': 1, 'FLOOR_True': 2, 'mean': 19.11203340488446, 'median': 13.304357459852588, 'std': 15.666246182566638, 'count': 87, 'max': 81.04786983289608}, {'BUILDINGID_True': 1, 'FLOOR_True': 3, 'mean': 20.33318622790282, 'median': 14.240987509099728, 'std': 15.431126710292903, 'count': 47, 'max': 59.11667904007814}, {'BUILDINGID_True': 2, 'FLOOR_True': 0, 'mean': 17.96665729757611, 'median': 9.933610021709734, 'std': 20.07049120755977, 'count': 24, 'max': 84.96982970858522}, {'BUILDINGID_True': 2, 'FLOOR_True': 1, 'mean': 18.89528593324157, 'median': 11.192949803641566, 'std': 22.006301686701633, 'count': 111, 'max': 131.8732587063836}, {'BUILDINGID_True': 2, 'FLOOR_True': 2, 'mean': 22.250520143464346, 'median': 17.741847482102827, 'std': 17.80225842648196, 'count': 54, 'max': 99.40796628198085}, {'BUILDINGID_True': 2, 'FLOOR_True': 3, 'mean': 44.050215501965, 'median': 32.2914355293166, 'std': 37.65852429382838, 'count': 40, 'max': 122.99251406222076}, {'BUILDINGID_True': 2, 'FLOOR_True': 4, 'mean': 36.090180990078984, 'median': 17.30801076335528, 'std': 40.05992400986853, 'count': 39, 'max': 139.98580997016808}]","{'train_time_building': 1.3964080810546875, 'predict_time_building': 0.017531633377075195, 'train_time_floor': 2.436070203781128, 'predict_time_floor': 0.017940759658813477, 'train_time_coords': 33.661744832992554, 'predict_time_coords': 0.025639057159423828, 'total_train_time': 37.49422311782837, 'total_predict_time': 0.0611114501953125, 'building_top_features': {'feature': {495: 'WAP496', 160: 'WAP161', 69: 'WAP070', 86: 'WAP087', 77: 'WAP078', 50: 'WAP051', 154: 'WAP155', 13: 'WAP014', 501: 'WAP502', 516: 'WAP517'}, 'importance': {495: 0.036874085496225305, 160: 0.029250511897610097, 69: 0.027609703635201887, 86: 0.027528970029735006, 77: 0.02729453823808594, 50: 0.025145176546950386, 154: 0.025130399027846747, 13: 0.023551218325911675, 501: 0.02322048637686839, 516: 0.021476699593116776}}, 'floor_top_features': {'feature': {117: 'WAP118', 143: 'WAP144', 120: 'WAP121', 144: 'WAP145', 137: 'WAP138', 11: 'WAP012', 86: 'WAP087', 95: 'WAP096', 116: 'WAP117', 127: 'WAP128'}, 'importance': {117: 0.017404702516801818, 143: 0.017050924070095678, 120: 0.016949257811803668, 144: 0.016625999589506803, 137: 0.016404676091028948, 11: 0.01618896724316888, 86: 0.014885350965036095, 95: 0.014765483410909958, 116: 0.014711376609199737, 127: 0.014565219835866826}}}",37.49422311782837,0.0611114501953125,,UJI1
KNN,1.0,0.9329896907216495,0.9329896907216495,7.799517879913092,7.1821893053222645,5.313579642834623,3.350515463917526,17.783505154639176,35.30927835051546,54.123711340206185,73.19587628865979,89.94845360824742,97.68041237113401,{0: 7.799517879913092},"{0: 7.109737203429458, 1: 8.991929484591648, 2: 5.906213782271546, 3: 3.7896062612407655, 4: 7.417282341898662, 5: 6.864806799414525, 6: 6.8091471416557185, 7: 9.07114032659596, 8: 7.93676243939718, 9: 6.583129460963745, 10: 8.447935740796744, 11: 7.450522579293605, 12: 7.940222314103297, 13: 9.528898626775213, 14: 11.527195362550355, 15: 7.971176816909219}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.109737203429458, 'median': 4.134057747035705, 'std': 5.9360163149099865, 'count': 12, 'max': 18.217312752225556}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 8.991929484591648, 'median': 6.755230239688351, 'std': 5.486052712223763, 'count': 9, 'max': 18.156086951289904}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 5.906213782271546, 'median': 5.659360818835896, 'std': 2.4680827374712337, 'count': 24, 'max': 10.83291387106904}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 3.7896062612407655, 'median': 3.658437956839959, 'std': 2.076542499833829, 'count': 12, 'max': 7.788621586750759}, {'BUILDINGID_True': 0, 'FLOOR_True': 4, 'mean': 7.417282341898662, 'median': 4.01465771178565, 'std': 6.283544046486316, 'count': 27, 'max': 19.672381831644085}, {'BUILDINGID_True': 0, 'FLOOR_True': 5, 'mean': 6.864806799414525, 'median': 7.25064040780634, 'std': 3.3454549103428572, 'count': 16, 'max': 15.467498340067793}, {'BUILDINGID_True': 0, 'FLOOR_True': 6, 'mean': 6.8091471416557185, 'median': 6.553266190520744, 'std': 3.891309580618218, 'count': 14, 'max': 14.620222179570327}, {'BUILDINGID_True': 0, 'FLOOR_True': 7, 'mean': 9.07114032659596, 'median': 4.803223844461131, 'std': 8.89662099744109, 'count': 21, 'max': 32.49269779303035}, {'BUILDINGID_True': 0, 'FLOOR_True': 8, 'mean': 7.93676243939718, 'median': 7.588323689300549, 'std': 5.525620166846984, 'count': 43, 'max': 21.909494544831475}, {'BUILDINGID_True': 0, 'FLOOR_True': 9, 'mean': 6.583129460963745, 'median': 5.861044213892679, 'std': 4.709052898268488, 'count': 28, 'max': 18.918307923490406}, {'BUILDINGID_True': 0, 'FLOOR_True': 10, 'mean': 8.447935740796744, 'median': 7.236495849149819, 'std': 5.387658452139357, 'count': 38, 'max': 22.866440439701137}, {'BUILDINGID_True': 0, 'FLOOR_True': 11, 'mean': 7.450522579293605, 'median': 6.315460905480013, 'std': 5.479201023122222, 'count': 52, 'max': 28.259352884487647}, {'BUILDINGID_True': 0, 'FLOOR_True': 12, 'mean': 7.940222314103297, 'median': 9.407027199918149, 'std': 3.523424614982831, 'count': 21, 'max': 14.61864816492962}, {'BUILDINGID_True': 0, 'FLOOR_True': 13, 'mean': 9.528898626775213, 'median': 8.799024525593738, 'std': 4.34931756465552, 'count': 25, 'max': 18.02999558901155}, {'BUILDINGID_True': 0, 'FLOOR_True': 14, 'mean': 11.527195362550355, 'median': 10.771061643218761, 'std': 6.523590156097657, 'count': 20, 'max': 28.25938914148711}, {'BUILDINGID_True': 0, 'FLOOR_True': 15, 'mean': 7.971176816909219, 'median': 7.884233468008085, 'std': 3.9297239426503947, 'count': 26, 'max': 14.391333439608719}]","{'train_time_building': 0.012695550918579102, 'predict_time_building': 0.1487410068511963, 'train_time_floor': 0.0239412784576416, 'predict_time_floor': 0.10892772674560547, 'train_time_coords': 0.02219414710998535, 'predict_time_coords': 0.09549713134765625, 'total_train_time': 0.058830976486206055, 'total_predict_time': 0.353165864944458, 'pca_components': None}",0.058830976486206055,0.353165864944458,,UTS1
WKNN,1.0,0.9329896907216495,0.9329896907216495,7.801425645787602,7.22687927143396,5.3142190146174,3.350515463917526,17.783505154639176,35.30927835051546,54.63917525773196,73.19587628865979,89.94845360824742,97.68041237113401,{0: 7.801425645787602},"{0: 7.191328184639418, 1: 8.988907237861662, 2: 5.883916070977931, 3: 3.7934264913220663, 4: 7.420404519716335, 5: 6.86158636541433, 6: 6.802607250411945, 7: 9.06959884465175, 8: 7.964481825636445, 9: 6.580913583021541, 10: 8.44060858776028, 11: 7.429394654166746, 12: 7.948476579499271, 13: 9.52708280146698, 14: 11.536480594073527, 15: 7.9828048162015595}","[{'BUILDINGID_True': 0, 'FLOOR_True': 0, 'mean': 7.191328184639418, 'median': 4.229177732404535, 'std': 5.903116020348724, 'count': 12, 'max': 18.20882419520983}, {'BUILDINGID_True': 0, 'FLOOR_True': 1, 'mean': 8.988907237861662, 'median': 6.756339999383807, 'std': 5.499052735229942, 'count': 9, 'max': 18.20775526975229}, {'BUILDINGID_True': 0, 'FLOOR_True': 2, 'mean': 5.883916070977931, 'median': 5.62609686049368, 'std': 2.429865946136161, 'count': 24, 'max': 10.897831117689538}, {'BUILDINGID_True': 0, 'FLOOR_True': 3, 'mean': 3.7934264913220663, 'median': 3.663489779131974, 'std': 2.074535334026635, 'count': 12, 'max': 7.790575814451237}, {'BUILDINGID_True': 0, 'FLOOR_True': 4, 'mean': 7.420404519716335, 'median': 4.010721094223948, 'std': 6.288757922739797, 'count': 27, 'max': 19.725002259786464}, {'BUILDINGID_True': 0, 'FLOOR_True': 5, 'mean': 6.86158636541433, 'median': 7.250640407806347, 'std': 3.347928799574628, 'count': 16, 'max': 15.467498340067802}, {'BUILDINGID_True': 0, 'FLOOR_True': 6, 'mean': 6.802607250411945, 'median': 6.553266190520747, 'std': 3.8908893803046087, 'count': 14, 'max': 14.620222179570328}, {'BUILDINGID_True': 0, 'FLOOR_True': 7, 'mean': 9.06959884465175, 'median': 4.803223844461124, 'std': 8.896974054633535, 'count': 21, 'max': 32.49399952078138}, {'BUILDINGID_True': 0, 'FLOOR_True': 8, 'mean': 7.964481825636445, 'median': 7.605875207251634, 'std': 5.558414310716964, 'count': 43, 'max': 21.90949454483147}, {'BUILDINGID_True': 0, 'FLOOR_True': 9, 'mean': 6.580913583021541, 'median': 5.831422022032303, 'std': 4.710147885163973, 'count': 28, 'max': 18.921902113218767}, {'BUILDINGID_True': 0, 'FLOOR_True': 10, 'mean': 8.44060858776028, 'median': 7.291424130967362, 'std': 5.3896099826099695, 'count': 38, 'max': 22.865058576090377}, {'BUILDINGID_True': 0, 'FLOOR_True': 11, 'mean': 7.429394654166746, 'median': 6.334354129448757, 'std': 5.467250936605441, 'count': 52, 'max': 28.29702955536761}, {'BUILDINGID_True': 0, 'FLOOR_True': 12, 'mean': 7.948476579499271, 'median': 9.407027199918149, 'std': 3.5139610886112704, 'count': 21, 'max': 14.61864816492962}, {'BUILDINGID_True': 0, 'FLOOR_True': 13, 'mean': 9.52708280146698, 'median': 8.798697717112477, 'std': 4.352901126395851, 'count': 25, 'max': 18.039744356870994}, {'BUILDINGID_True': 0, 'FLOOR_True': 14, 'mean': 11.536480594073527, 'median': 10.771061643218761, 'std': 6.515311994025168, 'count': 20, 'max': 28.2593891414871}, {'BUILDINGID_True': 0, 'FLOOR_True': 15, 'mean': 7.9828048162015595, 'median': 7.884233468008091, 'std': 3.921201257575018, 'count': 26, 'max': 14.391333439608719}]","{'train_time_building': 0.0162503719329834, 'predict_time_building': 0.10275936126708984, 'train_time_floor': 0.012759923934936523, 'predict_time_floor': 0.07277488708496094, 'train_time_coords': 0.014511346817016602, 'predict_time_coords': 0.08026647567749023, 'total_train_time': 0.04352164268493652, 'total_predict_time': 0.255800724029541, 'pca_components': None}",0.04352164268493652,0.255800724029541,,UTS1
